"License Number","Status","License Type","Orig. Iss. Date","Expir. Date","Primary Owner","Premises Addr.","Business Name","Geo Code"
"626417","ACTIVE","47","07/06/2021","06/30/2025","MANGIA BENE, INC.","1786-1788 SHATTUCK AVE,BERKELEY, CA  94709-1750Census Tract:  4224.00","","0103"
"626506","ACTIVE","41","07/26/2021","06/30/2025","RANCHO VIEJO RESTAURANT INC","2037 KALA BAGAI WAY,BERKELEY, CA  94704Census Tract:  4229.02","LAS DELICIAS SALVADORAN RESTAURANT","0103"
"626819","ACTIVE","41","08/11/2021","07/31/2025","LITTLE PLEARN LLC","2283 SHATTUCK AVE,BERKELEY, CA  94704Census Tract:  4229.02","LITTLE PLEARN THAI KITCHEN","0103"
"627221","ACTIVE","20","11/03/2021","10/31/2024","OAK BARREL LLC","1443 SAN PABLO AVE,BERKELEY, CA  94702-1045Census Tract:  4219.00","OAK BARREL WINECRAFT","0103"
"627432","ACTIVE","40","05/17/2022","04/30/2025","JET PARTNERS LLC","1235 10TH ST,BERKELEY, CA  94710-1508Census Tract:  4220.00","GAME ON","0103"
"627574","ACTIVE","47","03/02/2023","02/28/2025","GRAN VIA RESTAURANT GROUP, LLC","2026 SAN PABLO AVE,BERKELEY, CA  94702-1614Census Tract:  4232.00","LA MARCHA TAPAS BAR","0103"
"628263","ACTIVE","41","08/31/2021","07/31/2024","MOY GROUP, INC.","1647 SOLANO AVE,BERKELEY, CA  94707-2108Census Tract:  4213.00","MAINICHI SUSHI","0103"
"628928","ACTIVE","20","01/19/2023","12/31/2024","LALAIND, ANNA LUVINIA","2361 SAN PABLO AVE,BERKELEY, CA  94702-2055Census Tract:  4231.00","C&L CONVENIENCE STORE","0103"
"629328","ACTIVE","41","06/14/2022","05/31/2024","CALIFAS GREENS INC","1106 UNIVERSITY AVE,BERKELEY, CA  94702-1687Census Tract:  4231.00","CALIFAS GREENS","0103"
"629406","ACTIVE","58","05/24/2023","01/31/2025","NORTH AMERICAN FOOD AND CATERING INC","2040 ADDISON ST,BERKELEY, CA  94704-1104Census Tract:  4229.00","JAZZ CAFFE THE","0103"
"629406","ACTIVE","41","05/24/2023","01/31/2025","NORTH AMERICAN FOOD AND CATERING INC","2040 ADDISON ST,BERKELEY, CA  94704-1104Census Tract:  4229.00","JAZZ CAFFE THE","0103"
"629470","ACTIVE","41","01/05/2022","12/31/2024","C&S BERKELEY INC","2431 DURANT AVE, STE A,BERKELEY, CA  94704-1600Census Tract:  4288.00","C&S BERKELEY INC","0103"
"630083","ACTIVE","41","08/17/2022","07/31/2024","OH, MI CHA","1539 SOLANO AVE,BERKELEY, CA  94707-2119Census Tract:  4213.00","KOREAN SUPERETTE","0103"
"630094","ACTIVE","47","04/25/2022","03/31/2025","CHAHAT","2012 SHATTUCK AVE,BERKELEY, CA  94707Census Tract:  4217.00","BARBARIAN","0103"
"630287","ACTIVE","47","05/24/2023","04/30/2025","LA CALLE 10, INC","925 UNIVERSITY AVE,BERKELEY, CA  94710-2022Census Tract:  4221.00","ITALY ON GILMAN","0103"
"630676","ACTIVE","41","11/05/2021","10/31/2024","BULLEAT LLC","2020 KITTREDGE ST, STE C,BERKELEY, CA  94704-1497Census Tract:  4229.02","HEROIC ITALIAN","0103"
"630676","ACTIVE","58","11/05/2021","10/31/2024","BULLEAT LLC","2020 KITTREDGE ST, STE C,BERKELEY, CA  94704-1497Census Tract:  4229.02","HEROIC ITALIAN","0103"
"632337","ACTIVE","41","02/11/2022","01/31/2025","FORTUNE TREE LLC","1776 SHATTUCK AVE,BERKELEY, CA  94709-1750Census Tract:  4224.00","PARTY SUSHI","0103"
"633078","ACTIVE","21","11/22/2021","08/31/2024","ALHUZAIBI, NAJI NOMANMOHSEN","2301 SAN PABLO AVE,BERKELEY, CA  94702-2038Census Tract:  4231.00","LO COST LIQUORS","0103"
"633697","ACTIVE","77","04/28/2022","03/31/2025","BABETTE CAFE, INC.","2033 SAN PABLO AVE,BERKELEY, CA  94702Census Tract:  4231.00","BABETTE","0103"
"633697","ACTIVE","41","04/28/2022","03/31/2025","BABETTE CAFE, INC.","2033 SAN PABLO AVE,BERKELEY, CA  94702Census Tract:  4231.00","BABETTE","0103"
"633737","ACTIVE","47","05/04/2022","04/30/2025","CAL BAR AND RESTAURANT INC","3290 ADELINE ST,BERKELEY, CA  94703-2439Census Tract:  4005.00","CAL BAR AND RESTAURANT","0103"
"633817","ACTIVE","47","02/25/2022","01/31/2025","TOUCHSTONE GOLF LLC","10 GOLF COURSE DR,BERKELEY, CA  94708Census Tract:","TILDEN PARK GOLF COURSE","0103"
"633846","ACTIVE","41","11/28/2022","07/31/2024","BAR SARDINE, LLC","1621 SAN PABLO ST,BERKELEY, CA  94702-1317Census Tract:  4222.00","BARTAVELLE COFFEE & WINE BAR","0103"
"633846","ACTIVE","77","11/28/2022","07/31/2024","BAR SARDINE, LLC","1621 SAN PABLO ST,BERKELEY, CA  94702-1317Census Tract:  4222.00","BARTAVELLE COFFEE & WINE BAR","0103"
"633856","ACTIVE","41","04/25/2022","03/31/2025","VENUS SOLANO","1889 SOLANO AVE,BERKELEY, CA  94707-2306Census Tract:  4213.00","VENUS SOLANO","0103"
"633999","ACTIVE","63","06/16/2022","05/31/2025","BERKELEY CA OPERATOR, LLC","2100 SAN PABLO AVE,BERKELEY, CA  94702-1828Census Tract:  4232.00","ELEGANCE BERKELEY","0103"
"634369","ACTIVE","41","07/26/2022","06/30/2025","INTERNATIONAL HOUSE","2299 PIEDMONT AVE,BERKELEY, CA  94720-2325Census Tract:  9821.00","EDMONDS","0103"
"634947","ACTIVE","41","05/17/2022","04/30/2025","CHIYANG, INC.","1823 SOLANO AVE,BERKELEY, CA  94707-2306Census Tract:  4213.00","BOPSHOP","0103"
"635146","ACTIVE","41","04/18/2023","03/31/2025","CAFENATED COFFEE COMPANY","2960 COLLEGE AVE,BERKELEY, CA  94705-2214Census Tract:  4239.02","CAFENATED","0103"
"635379","ACTIVE","41","07/08/2022","06/30/2025","DTIII, LLC","1795 FOURTH ST,BERKELEY, CA  94710-1710Census Tract:  4220.00","DUMPLING TIME","0103"
"635455","ACTIVE","41","06/14/2022","05/31/2025","AROMDEE INC","1233 SAN PABLO AVE,BERKELEY, CA  94706-2217Census Tract:  4219.00","SISTORY THAI KITCHEN","0103"
"635592","ACTIVE","47","06/17/2022","05/31/2025","VENUS FOOD LLC","2327 SHATTUCK AVE,BERKELEY, CA  94704-1516Census Tract:  4229.01","DISTRICT 4","0103"
"635737","ACTIVE","41","04/25/2022","03/31/2025","TANE VEGAN","1956 SHATTUCK AVE,BERKELEY, CA  94704-1032Census Tract:  4224.00","TANE VEGAN IZAKAYA","0103"
"636098","ACTIVE","41","05/10/2022","04/30/2025","FAHSAI LLC","1700 SHATTUCK AVE,BERKELEY, CA  94709-3402Census Tract:  4224.00","THAI DELIGHT CUISINE","0103"
"636159","ACTIVE","41","07/20/2022","06/30/2024","PASTRAMI FOR ALL LLC","1746 SOLANO AVE,BERKELEY, CA  94707-2213Census Tract:  4213.00","DELIRAMA, A PYRO'S PASTRAMI CO","0103"
"636698","ACTIVE","41","07/11/2022","06/30/2025","DREAM PIE PIZZA LLC","2985 COLLEGE AVE,BERKELEY, CA  94705-2215Census Tract:  4238.00","DREAM PIE PIZZA","0103"
"637054","ACTIVE","41","06/24/2022","05/31/2025","LIVE TAROCCO LLC","2570 9TH ST,BERKELEY, CA  94710-2549Census Tract:  4220.00","TAROCCO","0103"
"637306","ACTIVE","41","09/01/2022","08/31/2024","EVEREST TO USA INC","1700 SHATTUCK AVE, STE 102,BERKELEY, CA  94709-3402Census Tract:  4224.00","TASTE OF THE HIMALAYAS","0103"
"637583","ACTIVE","47","10/25/2022","09/30/2024","BLEUPRINT HOSPITALITY LLC","1329 GILMAN ST,BERKELEY, CA  94706-2450Census Tract:  4219.00","THREE.ONE FOUR","0103"
"638082","ACTIVE","21","07/20/2022","06/30/2025","NGHI, AMY KIN","3027 ADELINE ST,BERKELEY, CA  94703-2504Census Tract:  4005.00","QUEEN OF SHEBA #2","0103"
"638093","ACTIVE","41","04/26/2023","03/31/2025","KINDA SAKE BAR INC","1941A UNIVERSITY AVE,BERKELEY, CA  94704-1023Census Tract:  4224.00","","0103"
"638411","ACTIVE","20","08/30/2022","07/31/2024","EUROPEAN TABLE THE","1814 SAN PABLO AVE,BERKELEY, CA  94702-1624Census Tract:  4221.00","SPANISH TABLE THE","0103"
"638836","ACTIVE","41","01/31/2023","12/31/2024","FOURTH STREET DINER ASSOCIATES LLC","1807 4TH ST, # A,BERKELEY, CA  94710-1910Census Tract:  4220.00","OCEANVIEW DINER","0103"
"639009","ACTIVE","41","11/09/2022","10/31/2024","TALAVERA COCINA MEXICANA","1561 SOLANO AVE,BERKELEY, CA  94707-2116Census Tract:  4213.00","TALAVERA COCINA MEXICANA","0103"
"639093","ACTIVE","47","05/03/2024","04/30/2025","LEVY PREMIUM FOODSERVICE L-PSHIP","2227 PIEDMONT AVE,BERKELEY, CA  94720-2325Census Tract:  9821.00","CALIFORNIA MEMORIAL COLISEUM","0103"
"639131","ACTIVE","20","08/22/2022","07/31/2025","KATHMANDU MARKET INC","2521 TELEGRAPH AVE,BERKELEY, CA  94704Census Tract:  4236.02","KATHMANDU MARKET & DELI","0103"
"639400","ACTIVE","47","09/07/2022","08/31/2025","LEVY PREMIUM FOODSERVICE L-PSHIP","HAAS CLUB ROOM HAAS PAVILLION, UNIVERSITY OF CALIFORNIA,BERKELEY, CA  94720Census Tract:  4227.00","HAAS CLUB ROOM HAAS PAVILION","0103"
"639400","ACTIVE","58","09/07/2022","08/31/2025","LEVY PREMIUM FOODSERVICE L-PSHIP","HAAS CLUB ROOM HAAS PAVILLION, UNIVERSITY OF CALIFORNIA,BERKELEY, CA  94720Census Tract:  4227.00","HAAS CLUB ROOM HAAS PAVILION","0103"
"639816","ACTIVE","41","10/04/2023","09/30/2024","KERR, KELSIE SUE","2701 EIGHTH ST, #117 & #118,BERKELEY, CA  94710-2675Census Tract:  4220.00","STANDARD FARE","0103"
"641148","ACTIVE","58","02/23/2023","01/31/2025","DINEHUB","2506 CHANNING WY,BERKELEY, CA  94704Census Tract:  4228.00","CHAMPION'S CURRY","0103"
"641148","ACTIVE","41","02/23/2023","01/31/2025","DINEHUB","2506 CHANNING WY,BERKELEY, CA  94704Census Tract:  4228.00","CHAMPION'S CURRY","0103"
"641192","ACTIVE","47","05/12/2023","04/30/2025","BAR DE LA MARINE LLC","1515 SHATTUCK AVE,BERKELEY, CA  94709-1516Census Tract:  4217.00","BAR PANISSE","0103"
"641296","ACTIVE","41","02/16/2023","01/31/2025","LITTLE MAC LLC","1313 9TH ST, STE 130,BERKELEY, CA  94710-1502Census Tract:  4220.00","HOMEROOM","0103"
"641678","ACTIVE","41","01/24/2023","12/31/2024","TENDER GREENS OPCO, LLC","2071 UNIVERSITY AVE,BERKELEY, CA  94704Census Tract:  4224.00","TENDER GREENS","0103"
"641834","ACTIVE","20","12/02/2022","11/30/2024","A J A 2022","1894 UNIVERSITY AVE,BERKELEY, CA  94703-1516Census Tract:  4230.00","US GAS & FOOD","0103"
"643218","ACTIVE","41","03/07/2023","02/28/2025","CH RESTAURANT, INC.","2929 SHATTUCK AVE,BERKELEY, CA  94705-1808Census Tract:  4235.00","IN THE KITCHEN BERKELEY","0103"
"643263","ACTIVE","41","04/18/2023","03/31/2025","STARRY PLOUGH LLC THE","3101 SHATTUCK AVE,BERKELEY, CA  94705Census Tract:  4005.00","","0103"
"644167","ACTIVE","77","04/24/2023","03/31/2025","1150 HOWARD PARTNERS L-PSHIP","940 PARKER ST,BERKELEY, CA  94710-2524Census Tract:  4220.00","CELLARMAKER BREWING CO.","0103"
"644732","ACTIVE","41","05/19/2023","04/30/2025","JDYAL INDUSTRIES INC","2072 UNIVERSITY AVE,BERKELEY, CA  94704-1006Census Tract:  4229.02","BOBBY G'S PIZZERIA","0103"
"645448","ACTIVE","20","04/28/2023","03/31/2025","BROOKINS RAMA FAMILY WINES LLC","1462 CAMPUS DR,BERKELEY, CA  94708-2006Census Tract:  4216.00","PRIME PEACE WINES","0103"
"646011","ACTIVE","47","06/01/2023","05/31/2025","PIZZERIA DA LAURA LLC","2049 SHATTUCK AVE,BERKELEY, CA  94704-1118Census Tract:","PIZZERIA DA LAURA","0103"
"646488","ACTIVE","47","08/10/2023","07/31/2024","NAMO  BUDDHA LLC","1508 WALNUT ST, STE B,BERKELEY, CA  94709-1564Census Tract:  4217.00","WALNUT TAVERN THE","0103"
"646556","ACTIVE","47","06/02/2023","05/31/2025","PAPPY'S TELEGRAPH, LLC","2367 TELEGRAPH AVE,BERKELEY, CA  94704-1615Census Tract:  4228.00","","0103"
"647047","ACTIVE","41","05/19/2023","04/30/2025","ALASF CORP","1600 SHATTUCK AVE, STE 118,BERKELEY, CA  94709-1634Census Tract:  4224.00","CREPEVINE","0103"
"647122","ACTIVE","41","05/19/2023","04/30/2025","HALLAJI, MOSTAFA","100 BERKELEY SQ,BERKELEY, CA  94704Census Tract:  4229.02","ORIGINAL POLLO","0103"
"647282","ACTIVE","47","06/08/2023","05/31/2025","RM VENTURES, LLC","2930 COLLEGE AVE,BERKELEY, CA  94705-2204Census Tract:  4236.01","IN THE WOOD","0103"
"647588","ACTIVE","41","08/08/2023","07/31/2025","GREAT DARUMA INC.","2215 SAN PABLO AVE,BERKELEY, CA  94702Census Tract:  4231.00","DARUMA SUSHI","0103"
"648172","ACTIVE","47","08/29/2023","07/31/2024","OP'S HOUSE OF DOGS LLC","1407 SAN PABLO AVE , STE A,BERKELEY, CA  94702-1023Census Tract:  4219.00","DOG HAUS","0103"
"648220","ACTIVE","66","06/27/2023","05/31/2025","CH LIQUOR LICENSEE LLC","41 TUNNEL RD,BERKELEY, CA  94705-2429Census Tract:  4001.00","CLAREMONT HOTEL & RESORT","0103"
"648220","ACTIVE","68","06/27/2023","05/31/2025","CH LIQUOR LICENSEE LLC","41 TUNNEL RD,BERKELEY, CA  94705-2429Census Tract:  4001.00","CLAREMONT HOTEL & RESORT","0103"
"648220","ACTIVE","47","06/27/2023","05/31/2025","CH LIQUOR LICENSEE LLC","41 TUNNEL RD,BERKELEY, CA  94705-2429Census Tract:  4001.00","CLAREMONT HOTEL & RESORT","0103"
"648633","ACTIVE","41","07/06/2023","06/30/2025","PLEASANTOWN MOTION PICTURE COMPANY LLC","2966 COLLEGE AVE,BERKELEY, CA  94704-2214Census Tract:  4239.02","RIALTO CINEMAS ELMWOOD","0103"
"649548","ACTIVE","41","09/12/2023","08/31/2024","THA SIAM THAI BISTRO LLC","1892 SOLANO AVE,BERKELEY, CA  94707-2309Census Tract:  4213.00","JAM THAI RESTAURANT","0103"
"649682","ACTIVE","41","12/11/2023","11/30/2024","EGGYS LLC","1511 SHATTUCK AVE, #F,BERKELEY, CA  94709-1579Census Tract:  4217.00","EGGY'S NEIGHBORHOOD KITCHEN","0103"
"649710","ACTIVE","41","10/27/2023","09/30/2024","MONGOLD LLC","1782 SHATTUCK AVE,BERKELEY, CA  94709-1750Census Tract:  4224.00","ALTAN'S PLACE","0103"
"649727","ACTIVE","41","08/28/2023","07/31/2025","PHO TASTY NO 2 LLC","2101 MILVIA ST,BERKELEY, CA  94704-1112Census Tract:  4229.00","PHO TASTY","0103"
"650780","ACTIVE","20","10/30/2023","08/31/2024","ABDULKHALEQ, BASHEER MOHAMED AHMED","1468 6TH ST,BERKELEY, CA  94710Census Tract:  4220.00","OCEAN VIEW MARKET","0103"
"651621","ACTIVE","20","10/17/2023","09/30/2024","ADSD ENTERPRISES INC","2552 TELEGRAPH AVE,BERKELEY, CA  94704-2918Census Tract:  4236.02","BERKELEY MINI MART","0103"
"651726","ACTIVE","41","12/12/2023","11/30/2024","AH & WP LLC","2993 COLLEGE AVE,BERKELEY, CA  94705Census Tract:  4237.00","KAOKAO GRILL","0103"
"653695","ACTIVE","21","01/11/2024","12/31/2024","GOLD BAER FOOD CENTER AND SPIRITS","1801 EUCLID AVE,BERKELEY, CA  94709Census Tract:  9821.00","","0103"
"653820","ACTIVE","42","05/10/2024","04/30/2025","ADEGA AZUL","1287 GILMAN ST,BERKELEY, CA  94706Census Tract:  4219.00","ADEGA AZUL","0103"
"654010","ACTIVE","47","12/26/2023","11/30/2024","YR FOOD INDUSTRIES INC.","2914 COLLEGE AVE,BERKELEY, CA  94705-2204Census Tract:  4236.01","5 TACOS & BEERS OF BERKELEY","0103"
"654064","ACTIVE","41","02/06/2024","01/31/2025","WONGSUMRAN LLC","1277-1279 GILMAN ST,BERKELEY, CA  94706-2351Census Tract:  4219.00","THAI CORNER BERKELEY","0103"
"654459","ACTIVE","41","02/20/2024","01/31/2025","SWEET BITES LLC","2100 SAN PABLO AVE,BERKELEY, CA  94702-1828Census Tract:  4232.00","SWEET BITES BAKERY & BRUNCH","0103"
"654546","ACTIVE","47","01/25/2024","12/31/2024","BERKELEY BILLIARD LOUNGE LLC","2021 SHATTUCK AVE, STE C,BERKELEY, CA  94704-1119Census Tract:","","0103"
"654625","ACTIVE","20","04/03/2024","03/31/2025","OF ALL PLACES MARKET LLC","1841 SOLANO AVE,BERKELEY, CA  94707Census Tract:  4213.00","OF ALL PLACES MARKET","0103"
"655257","ACTIVE","41","05/28/2024","04/30/2025","GYANU LLC","1829 EUCLID AVE,BERKELEY, CA  94709Census Tract:  4225.00","MT. AGNI","0103"
"655499","ACTIVE","41","06/19/2024","05/31/2025","ALLFAMY CORPORATION","2511 CHANNING WY,BERKELEY, CA  94704-2373Census Tract:  4228.00","HANSIKDANG","0103"
"655624","ACTIVE","47","03/11/2024","02/28/2025","LEVY PREMIUM FOODSERVICE L-PSHIP","2465 & 2495 BANCROFT WAY,BERKELEY, CA  94720Census Tract:  9821.00","BEAR'S LAIR","0103"
"655860","ACTIVE","41","03/29/2024","02/28/2025","RAMIREZ ARAICA, GUSTAVO ANTONIO","2420 SHATTUCK AVE,BERKELEY, CA  94704-2023Census Tract:  4229.01","NORTH BEACH PIZZA","0103"
"656027","ACTIVE","41","04/05/2024","03/31/2025","NOOR FUSION BERKELEY LLC","1398 UNIVERSITY AVE,BERKELEY, CA  94702-1711Census Tract:  4231.00","NOOR INDIAN FUSION KITCHEN","0103"
"656298","ACTIVE","20","04/09/2024","03/31/2025","ASEEL, MOHAMMAD","1343 MARTIN LUTHER KING JR WAY, # A,BERKELEY, CA  94709-1912Census Tract:  4217.00","SMART MARKET","0103"
"656355","ACTIVE","41","04/09/2024","10/31/2024","SUSHI SECRETS INC.","2110 SHATTUCK AVE,BERKELEY, CA  94704-1209Census Tract:  4229.00","SUSHI SECRETS","0103"
"656370","ACTIVE","41","03/20/2024","02/28/2025","CHEN, SHANGLIAN","2033 MARTIN LUTHER KING JR WY,BERKELEY, CA  94704Census Tract:  4229.02","SUSHI CALIFORNIA","0103"
"656411","ACTIVE","41","04/16/2024","02/28/2025","LASAGNA, CARL ANTHONY","1280 GILMAN ST,BERKELEY, CA  94706Census Tract:  4219.00","BRAZIL CAFE @ WESTBRAE BEIRGARTEN","0103"
"656619","SUREND","41","04/04/2024","03/31/2025","HEADS AND TAILS BARBECUE LLC","2121 SAN PABLO AVE,BERKELEY, CA  94702-1827Census Tract:  4231.00","HEADS AND TAILS BARBECUE","0103"
"656713","ACTIVE","47","04/08/2024","03/31/2025","J & M RESTAURANT GROUP LLC","800 HEINZ AVE, STE 19,BERKELEY, CA  94710-2747Census Tract:  4220.00","BANGKOK BY THE BAY","0103"
"656768","ACTIVE","41","04/04/2024","03/31/2025","ROSE LA MOON LLC","2228 SAN PABLO AVE,BERKELEY, CA  94702-1869Census Tract:  4232.00","ROSE LA MOON","0103"
"657096","ACTIVE","41","04/22/2024","03/31/2025","LAO GARDEN L.L.C.","2514 SAN PABLO AVE.,BERKELEY, CA  94702Census Tract:  4220.00","LAO GARDEN","0103"
"657743","ACTIVE","47","06/05/2024","05/31/2025","DLS EVENTS LLC","HEARST GREEK THEATRE GAYLEY RD & STADIUM RIM WY,BERKELEY, CA  94702Census Tract:  4231.00","GREEK THEATRE AT UC BERKELEY THE","0103"
"657743","ACTIVE","58","06/05/2024","05/31/2025","DLS EVENTS LLC","HEARST GREEK THEATRE GAYLEY RD & STADIUM RIM WY,BERKELEY, CA  94702Census Tract:  4231.00","GREEK THEATRE AT UC BERKELEY THE","0103"
"657771","ACTIVE","20","07/08/2024","06/30/2025","AL GUMAIE","3049 SACRAMENTO ST,BERKELEY, CA  94702-2734Census Tract:  4007.00","FOOD TOWN MARKET","0103"
"657820","ACTIVE","41","06/10/2024","05/31/2025","PHOSHO DOUGH, INC.","1235 SAN PABLO AVE,BERKELEY, CA  94706-2217Census Tract:  4219.00","PHOSHO DOUGH","0103"
"657851","ACTIVE","41","05/14/2024","04/30/2025","MCGEE, ANDREW JOHN","915 UNIVERSITY AVE,BERKELEY, CA  94710Census Tract:  4221.00","BUTTERFISH SUSHI","0103"
"658544","ACTIVE","41","06/20/2024","05/31/2025","GURUKRUPA ENTERPRISES LLC","1797 SHATTUCK AVE, STE A-B,BERKELEY, CA  94709-1869Census Tract:  4224.00","VICTORY POINT CAFE","0103"